 ,Area,Mean,Min,Max
1,63.876,255,255,255
2,275.220,255,255,255
3,208.231,255,255,255
4,1501.663,255,255,255
5,412.773,255,255,255
6,104.000,255,255,255
7,32.284,255,255,255
8,187.362,255,255,255
9,25.251,255,255,255
10,788.189,255,255,255
11,952.606,255,255,255
12,77.366,255,255,255
13,60.648,255,255,255
14,254.236,255,255,255
15,40.470,255,255,255
16,327.336,255,255,255
17,70.448,255,255,255
18,88.320,255,255,255
19,65.029,255,255,255
20,74.599,255,255,255
21,37.703,255,255,255
22,11.184,255,255,255
23,25.366,255,255,255
24,46.005,255,255,255
25,1392.705,255,255,255
26,255.389,255,255,255
27,77.943,255,255,255
28,93.623,255,255,255
29,332.409,255,255,255
30,22.829,255,255,255
31,66.413,255,255,255
32,2480.903,255,255,255
33,56.727,255,255,255
34,1001.147,255,255,255
35,64.798,255,255,255
36,210.422,255,255,255
37,13.259,255,255,255
38,71.486,255,255,255
39,96.391,255,255,255
40,237.748,255,255,255
41,80.364,255,255,255
42,173.180,255,255,255
43,47.388,255,255,255
44,261.039,255,255,255
45,1165.103,255,255,255
46,1468.342,255,255,255
47,9.224,255,255,255
48,187.593,255,255,255
49,19.947,255,255,255
50,7.840,255,255,255
51,1147.463,255,255,255
52,28.018,255,255,255
53,171.335,255,255,255
54,249.739,255,255,255
55,208.231,255,255,255
56,547.443,255,255,255
57,91.548,255,255,255
58,341.402,255,255,255
59,55.574,255,255,255
60,15.450,255,255,255
61,6.687,255,255,255
62,142.049,255,255,255
63,5.996,255,255,255
64,15.681,255,255,255
65,24.444,255,255,255
66,27.787,255,255,255
67,60.763,255,255,255
68,21.330,255,255,255
69,677.040,255,255,255
70,20.985,255,255,255
71,38.971,255,255,255
72,103.078,255,255,255
73,228.409,255,255,255
74,184.134,255,255,255
75,114.608,255,255,255
76,14.297,255,255,255
77,46.927,255,255,255
78,3833.599,255,255,255
79,14.297,255,255,255
80,27.672,255,255,255
81,140.089,255,255,255
82,91.317,255,255,255
83,15.104,255,255,255
84,191.743,255,255,255
85,261.500,255,255,255
86,5.765,255,255,255
87,30.670,255,255,255
88,78.980,255,255,255
89,9.339,255,255,255
90,8.532,255,255,255
91,982.007,255,255,255
92,192.896,255,255,255
93,45.428,255,255,255
94,80.825,255,255,255
95,185.287,255,255,255
96,71.486,255,255,255
97,232.559,255,255,255
98,1049.919,255,255,255
99,762.823,255,255,255
100,16.257,255,255,255
101,74.253,255,255,255
102,372.072,255,255,255
103,17.756,255,255,255
104,36.896,255,255,255
105,74.714,255,255,255
106,34.705,255,255,255
107,3472.366,255,255,255
108,29.747,255,255,255
109,96.275,255,255,255
110,41.393,255,255,255
111,171.912,255,255,255
112,17.987,255,255,255
113,17.871,255,255,255
114,3.574,255,255,255
115,67.912,255,255,255
116,638.530,255,255,255
117,62.147,255,255,255
118,4.843,255,255,255
119,8.186,255,255,255
120,1165.449,255,255,255
121,578.459,255,255,255
122,9.224,255,255,255
123,7.149,255,255,255
124,5.534,255,255,255
125,254.928,255,255,255
126,408.276,255,255,255
127,160.151,255,255,255
128,357.198,255,255,255
129,118.067,255,255,255
130,48.656,255,255,255
131,14.182,255,255,255
