 ,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
102,20.844,6.170,4.301,73.028,0.792,6.550,2994,573,67.218,4.537,1.435,0.697,0.960
103,85.664,12.676,8.604,49.838,0.846,13.008,3047,617,58.671,8.540,1.473,0.679,0.980
104,1.823,1.984,1.170,168.882,0.780,2.109,3130,526,166.759,1.286,1.696,0.590,0.893
105,14.017,4.939,3.613,162.998,0.834,5.326,3315,527,147.031,3.857,1.367,0.732,0.960
106,5.834,3.246,2.289,174.116,0.861,3.340,3386,530,167.471,2.295,1.418,0.705,0.942
107,26.065,6.674,4.973,63.430,0.893,6.816,3448,574,60.255,5.023,1.342,0.745,0.974
108,8.124,4.001,2.585,43.079,0.751,4.206,3517,548,39.174,2.989,1.548,0.646,0.921
109,28.953,7.054,5.226,65.636,0.823,7.056,3591,523,96.882,5.195,1.350,0.741,0.950
110,7.220,4.178,2.200,33.355,0.793,4.289,1101,546,32.347,2.311,1.899,0.527,0.943
111,1.707,1.873,1.160,12.042,0.891,1.951,1761,532,21.801,1.208,1.614,0.620,0.932
112,6.987,3.787,2.349,18.409,0.814,3.838,2536,538,12.724,2.376,1.612,0.620,0.939
113,7.322,3.764,2.477,12.678,0.873,3.819,3189,538,18.435,2.536,1.519,0.658,0.960
114,0.015,0.136,0.136,0.000,1.000,0.171,3267,524,135.000,0.121,1.000,1.000,1.000
115,9.248,4.145,2.840,151.162,0.840,4.329,3253,533,149.859,2.989,1.459,0.685,0.943
116,43.029,9.008,6.082,10.445,0.732,10.406,2846,610,21.801,5.981,1.481,0.675,0.947
117,193.003,18.191,13.509,138.914,0.712,19.939,1044,709,138.683,13.988,1.347,0.743,0.943
118,117.506,23.233,6.440,0.172,0.500,22.605,1565,763,2.450,7.488,3.608,0.277,0.870
119,151.302,33.161,5.809,175.548,0.301,33.894,661,808,176.118,7.464,5.708,0.175,0.743
120,51.314,15.601,4.188,172.298,0.529,15.340,1230,771,172.763,4.202,3.725,0.268,0.971
121,72.566,20.576,4.490,179.415,0.336,21.873,129,825,6.340,5.715,4.582,0.218,0.720
122,119.504,15.744,9.664,177.919,0.708,16.005,423,866,19.392,10.997,1.629,0.614,0.932
123,113.480,19.168,7.538,106.048,0.575,20.627,98,954,109.496,8.342,2.543,0.393,0.976
124,4.507,3.072,1.868,76.355,0.841,3.170,225,978,72.255,1.932,1.645,0.608,0.945
125,82.499,13.618,7.713,20.794,0.787,13.815,276,1009,22.080,7.753,1.765,0.566,0.979
126,2.815,2.079,1.724,131.323,0.937,2.247,419,955,143.746,1.812,1.206,0.829,0.948
127,1.721,1.769,1.239,66.380,0.953,1.844,521,967,58.392,1.329,1.427,0.701,0.933
128,8.577,4.525,2.413,93.328,0.749,4.548,616,990,79.287,2.415,1.875,0.533,0.955
129,22.681,8.065,3.581,45.345,0.639,8.737,692,1005,40.515,3.834,2.252,0.444,0.948
130,10.094,4.854,2.648,166.803,0.786,4.952,798,960,167.320,2.783,1.833,0.546,0.952
131,3.165,2.203,1.829,176.073,0.925,2.333,906,959,158.749,1.812,1.204,0.830,0.939
132,3.661,2.483,1.877,15.347,0.921,2.602,1003,966,21.801,1.932,1.323,0.756,0.944
133,35.255,8.418,5.332,15.971,0.780,9.170,1074,988,12.938,5.774,1.579,0.633,0.960
134,7.556,3.608,2.666,169.543,0.896,3.633,1194,961,164.578,2.695,1.354,0.739,0.952
135,4.449,2.738,2.069,165.563,0.866,2.827,1295,960,160.017,2.174,1.323,0.756,0.933
136,4.945,3.167,1.988,10.028,0.865,3.223,1391,966,12.995,2.053,1.593,0.628,0.944
137,4.026,2.837,1.807,21.166,0.871,2.921,1491,966,29.745,1.932,1.570,0.637,0.948
138,6.112,3.296,2.361,45.437,0.877,3.384,1686,974,34.824,2.476,1.396,0.716,0.945
139,5.309,2.975,2.272,21.075,0.892,3.191,1881,970,29.476,2.406,1.309,0.764,0.943
140,2.917,2.054,1.809,57.589,0.949,2.227,1985,968,49.399,1.812,1.135,0.881,0.946
141,1.663,1.778,1.191,65.666,0.920,1.844,2182,967,58.392,1.278,1.493,0.670,0.912
142,6.155,3.264,2.401,75.168,0.873,3.461,2372,979,60.751,2.415,1.360,0.735,0.954
143,4.784,2.806,2.171,41.678,0.878,3.079,2470,972,41.820,2.322,1.292,0.774,0.943
144,5.776,2.936,2.505,5.301,0.913,3.079,2564,960,168.690,2.536,1.172,0.853,0.945
145,2.815,2.519,1.423,25.389,0.841,2.613,2665,966,33.690,1.552,1.771,0.565,0.923
146,10.196,4.317,3.007,137.245,0.868,4.493,2756,957,143.746,3.160,1.435,0.697,0.956
147,4.259,2.463,2.202,64.704,0.931,2.652,2865,973,59.931,2.295,1.119,0.894,0.942
148,16.395,6.180,3.378,165.505,0.794,6.189,2943,964,162.979,3.458,1.830,0.546,0.966
149,19.210,7.008,3.490,56.726,0.701,7.303,3047,1004,55.784,3.780,2.008,0.498,0.920
150,32.775,7.748,5.386,37.793,0.707,9.248,3137,1008,40.764,5.722,1.439,0.695,0.966
151,11.611,4.026,3.672,53.532,0.929,4.225,3252,984,59.036,3.744,1.096,0.912,0.965
152,40.141,12.258,4.170,165.170,0.561,12.227,3310,956,163.355,4.545,2.940,0.340,0.900
153,14.557,4.776,3.881,90.962,0.888,4.952,3446,993,77.320,3.865,1.230,0.813,0.966
154,66.615,11.719,7.237,4.567,0.719,11.804,3508,972,160.267,7.562,1.619,0.618,0.910
155,5.834,2.947,2.521,62.980,0.880,3.149,1591,976,57.529,2.536,1.169,0.856,0.949
156,1.867,1.884,1.262,179.877,0.885,1.992,1787,963,14.036,1.208,1.493,0.670,0.934
157,1.794,1.880,1.215,76.404,0.910,1.951,2085,969,68.199,1.208,1.547,0.646,0.943
158,4.055,3.261,1.583,105.420,0.734,3.486,2282,954,104.036,1.787,2.060,0.485,0.913
159,5.382,3.531,1.941,39.849,0.819,3.603,266,1212,50.440,2.043,1.820,0.550,0.944
160,5.105,3.233,2.010,24.421,0.844,3.316,353,1205,33.111,2.106,1.608,0.622,0.942
161,6.228,3.272,2.424,13.314,0.854,3.437,440,1201,18.435,2.536,1.350,0.741,0.943
162,62.297,12.683,6.254,10.527,0.744,12.469,495,1231,21.595,6.187,2.028,0.493,0.971
163,20.056,7.935,3.218,3.841,0.661,8.062,689,1214,8.616,3.303,2.466,0.406,0.948
164,13.273,5.098,3.315,117.629,0.801,5.462,799,1190,125.096,3.580,1.538,0.650,0.954
165,8.197,4.543,2.297,103.730,0.778,4.583,895,1189,108.435,2.373,1.978,0.506,0.947
166,74.550,13.779,6.889,151.866,0.627,15.183,933,1214,155.066,7.600,2.000,0.500,0.942
167,4.843,3.019,2.042,95.286,0.882,3.135,1077,1189,105.642,2.053,1.478,0.676,0.949
168,2.596,2.081,1.588,16.450,0.893,2.279,1161,1201,32.005,1.570,1.310,0.763,0.944
169,4.522,3.618,1.591,2.034,0.746,3.554,1244,1199,9.782,1.570,2.274,0.440,0.939
170,5.309,2.986,2.264,63.114,0.898,3.117,1341,1212,54.462,2.322,1.319,0.758,0.949
171,7.439,3.618,2.618,59.961,0.842,3.943,1432,1218,62.650,2.803,1.382,0.723,0.940
172,3.180,2.449,1.653,43.544,0.883,2.585,1518,1204,37.405,1.793,1.482,0.675,0.942
173,7.220,3.300,2.786,21.924,0.905,3.517,1602,1203,15.945,2.899,1.184,0.844,0.952
174,73.339,12.522,7.457,100.855,0.826,12.493,1689,1189,106.858,7.343,1.679,0.596,0.981
175,30.368,9.264,4.174,62.084,0.701,9.035,1771,1251,52.058,4.146,2.220,0.451,0.952
176,2.873,2.680,1.365,129.897,0.808,2.819,1876,1189,133.264,1.452,1.964,0.509,0.925
177,13.215,4.816,3.494,161.538,0.836,4.988,1953,1204,6.953,3.565,1.378,0.726,0.952
178,46.588,9.903,5.990,18.548,0.661,11.796,2015,1244,10.620,6.569,1.653,0.605,0.958
179,1.867,1.633,1.455,146.060,0.974,1.742,2148,1189,123.690,1.449,1.122,0.891,0.945
180,2.611,2.048,1.623,142.160,0.920,2.227,2235,1190,130.601,1.728,1.262,0.792,0.940
181,4.755,3.016,2.008,135.065,0.854,3.093,2321,1193,141.340,2.050,1.502,0.666,0.934
182,14.163,4.708,3.830,39.084,0.912,4.858,2404,1217,34.875,3.928,1.229,0.814,0.963
183,35.896,10.434,4.380,38.578,0.712,10.266,2476,1248,36.870,4.517,2.382,0.420,0.962
184,59.001,11.419,6.579,15.570,0.786,11.834,2552,1230,14.178,6.884,1.736,0.576,0.966
185,2.713,2.311,1.495,164.130,0.883,2.379,2680,1191,156.038,1.570,1.546,0.647,0.932
186,8.985,3.770,3.035,135.789,0.864,4.036,2766,1189,128.928,3.226,1.242,0.805,0.957
187,7.760,3.352,2.948,108.946,0.828,3.623,2855,1192,143.130,3.019,1.137,0.879,0.944
188,11.640,4.619,3.209,70.662,0.858,4.724,2944,1222,57.529,3.284,1.439,0.695,0.965
189,61.743,11.605,6.774,86.125,0.818,11.239,3041,1189,98.653,6.671,1.713,0.584,0.980
190,7.818,3.647,2.729,6.789,0.902,3.783,3121,1205,16.699,2.657,1.336,0.748,0.960
191,11.465,6.600,2.212,26.935,0.589,6.699,3200,1218,27.951,2.485,2.984,0.335,0.934
192,4.361,2.756,2.015,131.074,0.919,2.881,3308,1189,123.024,2.135,1.368,0.731,0.954
193,48.674,9.702,6.388,113.205,0.836,9.756,3392,1190,111.801,6.737,1.519,0.658,0.976
194,46.544,8.267,7.168,54.358,0.878,9.044,3468,1253,55.886,7.246,1.153,0.867,0.979
195,14.178,5.646,3.197,57.276,0.819,5.604,3569,1227,52.883,3.187,1.766,0.566,0.962
196,4.901,3.369,1.852,29.192,0.792,3.418,1236,1658,32.005,1.924,1.819,0.550,0.929
197,4.332,2.486,2.219,30.897,0.913,2.682,1624,1723,35.838,2.295,1.120,0.893,0.947
198,3.224,2.190,1.874,2.190,0.820,2.373,1629,1735,14.744,2.050,1.168,0.856,0.911
