Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1.917,2.054,1.188,69.362,0.819,2.144,1887,492,59.744,1.237,1.728,0.579,0.951
1.477,1.901,0.989,127.388,0.821,1.991,1933,468,125.538,1.037,1.922,0.52,0.938
0.863,1.19,0.923,29.641,0.905,1.266,1983,480,37.569,1.001,1.289,0.776,0.912
1.101,1.373,1.022,113.228,0.919,1.484,2033,468,117.897,1.08,1.344,0.744,0.941
0.578,1.096,0.671,17.334,0.909,1.175,2079,476,23.199,0.694,1.634,0.612,0.928
1.536,1.593,1.228,1.848,0.82,1.734,2124,482,20.854,1.235,1.297,0.771,0.933
0.78,1.047,0.948,34.281,0.931,1.139,2177,477,28.301,1.003,1.104,0.905,0.932
1.101,1.445,0.971,8.751,0.85,1.562,2222,478,20.225,1.003,1.488,0.672,0.914
0.655,1.12,0.744,154.681,0.862,1.208,2273,471,153.435,0.828,1.505,0.664,0.913
15.468,8.672,2.271,81.555,0.503,8.627,2323,578,79.695,2.309,3.819,0.262,0.966
1.101,1.607,0.873,3.792,0.821,1.635,2367,477,19.29,0.849,1.842,0.543,0.944
0.875,1.319,0.845,176.415,0.894,1.348,2417,473,166.759,0.849,1.562,0.64,0.933
1.066,1.324,1.025,46.674,0.85,1.435,2467,481,36.254,1.156,1.293,0.774,0.935
3.281,2.25,1.856,51.269,0.881,2.403,2513,493,42.397,1.944,1.212,0.825,0.954
1.274,1.665,0.974,92.123,0.856,1.666,2569,489,76.608,0.926,1.709,0.585,0.953
1.548,1.788,1.102,74.46,0.811,1.866,2612,489,60.255,1.157,1.622,0.617,0.944
1.244,1.45,1.093,85.821,0.847,1.537,2665,487,72.474,1.08,1.327,0.753,0.941
18.599,6.062,3.907,75.444,0.846,6.213,2705,546,75.619,4.05,1.552,0.644,0.974
1.619,1.575,1.309,173.621,0.786,1.795,2754,477,154.537,1.466,1.203,0.831,0.925
0.768,1.571,0.622,58.617,0.688,1.606,2807,486,54.782,0.69,2.524,0.396,0.893
0.762,1.55,0.626,59.124,0.651,1.651,2855,486,52.595,0.69,2.476,0.404,0.889
1.191,1.653,0.917,160.957,0.853,1.692,2900,470,155.772,0.973,1.801,0.555,0.937
1.155,1.628,0.904,160.849,0.845,1.662,2948,471,158.199,0.952,1.802,0.555,0.933
0.905,1.18,0.976,19.394,0.892,1.247,2999,477,21.801,1.003,1.208,0.828,0.93
2.167,2.1,1.314,16.81,0.842,2.243,3042,484,26.565,1.312,1.599,0.625,0.959
1.738,1.993,1.111,174.836,0.85,2.003,3091,473,164.358,1.08,1.795,0.557,0.961
1.733,1.986,1.111,174.351,0.847,2.003,3140,472,164.358,1.08,1.787,0.559,0.959
1.292,1.719,0.957,14.709,0.861,1.763,3190,479,23.199,1.003,1.796,0.557,0.948
1.298,1.739,0.95,13.989,0.84,1.781,3238,478,17.65,1.003,1.83,0.546,0.94
0.911,1.167,0.994,130.317,0.965,1.266,3293,468,127.569,1.003,1.174,0.852,0.947
0.929,1.181,1.001,138.574,0.949,1.266,3342,468,127.569,1.037,1.18,0.847,0.94
1.852,1.831,1.288,28.936,0.892,1.935,3383,481,23.499,1.364,1.422,0.703,0.948
1.685,1.635,1.312,88.611,0.893,1.763,3439,468,113.199,1.312,1.246,0.802,0.951
1.709,1.631,1.334,92.194,0.905,1.734,3488,468,110.854,1.312,1.223,0.818,0.952
1.887,2.086,1.152,149.529,0.836,2.144,3528,470,149.744,1.22,1.811,0.552,0.936
1.542,2.08,0.944,22.989,0.749,2.14,3576,482,25.641,1.001,2.205,0.454,0.94
1.548,2.084,0.946,23.031,0.751,2.14,3624,481,25.641,1.035,2.204,0.454,0.935
689.977,31.438,27.944,143.05,0.864,31.452,676,612,102.468,27.277,1.125,0.889,0.995
2240.524,60.314,47.298,90.803,0.707,67.304,770,467,76.314,50.445,1.275,0.784,0.931
1598.577,64.24,31.684,127.858,0.692,63.034,997,225,141.702,33.761,2.028,0.493,0.923
3721.675,78.033,60.726,8.906,0.697,86.392,1699,311,171.093,62.447,1.285,0.778,0.893
1032.586,49.387,26.621,2.304,0.745,52.808,1326,271,175.619,26.742,1.855,0.539,0.987
514.738,36.416,17.997,139.528,0.679,38.497,2819,237,141.044,20.445,2.023,0.494,0.964
685.536,31.682,27.55,139.187,0.87,31.858,434,245,111.092,26.752,1.15,0.87,0.987
678.774,37.726,22.908,40.493,0.793,38.502,2501,355,29.392,23.732,1.647,0.607,0.978
611.023,36.221,21.479,2.788,0.74,39.425,2215,340,7.737,22.693,1.686,0.593,0.985
18.707,7.381,3.227,68.364,0.712,7.596,47,630,63.435,3.424,2.287,0.437,0.941
52.515,14.633,4.57,149.903,0.503,15.986,85,598,149.689,5.123,3.202,0.312,0.938
5.364,2.836,2.408,40.649,0.933,3.062,143,608,33.69,2.548,1.177,0.849,0.937
5.68,3.845,1.881,20.77,0.775,4.084,171,608,27.897,2.089,2.045,0.489,0.933
6.266,3.07,2.599,176.84,0.935,3.185,205,599,143.13,2.548,1.181,0.847,0.933
3.291,2.288,1.831,147.95,0.994,2.476,237,599,149.036,1.911,1.25,0.8,0.924
12.171,4.439,3.491,111.758,0.894,4.771,270,598,110.854,3.753,1.271,0.787,0.931
12.171,4.439,3.491,113.14,0.894,4.771,301,598,110.854,3.753,1.272,0.786,0.931
3.336,2.402,1.768,83.81,0.934,2.565,332,609,65.556,1.699,1.358,0.736,0.937
3.246,2.742,1.507,37.438,0.82,2.888,360,606,36.027,1.691,1.82,0.55,0.878
3.246,2.742,1.507,37.438,0.82,2.888,391,606,36.027,1.691,1.82,0.55,0.878
4.418,2.908,1.934,179.231,0.851,3.091,421,607,15.945,2.123,1.503,0.665,0.903
4.463,2.941,1.932,177.943,0.834,3.091,452,607,15.945,2.123,1.522,0.657,0.904
6.581,3.381,2.478,8.147,0.888,3.559,482,607,17.354,2.548,1.364,0.733,0.91
6.536,3.361,2.476,6.753,0.905,3.559,513,607,17.354,2.548,1.357,0.737,0.912
7.122,3.585,2.529,25.384,0.895,3.714,545,610,30.964,2.65,1.417,0.706,0.916
7.122,3.585,2.529,25.384,0.895,3.714,576,610,30.964,2.65,1.417,0.706,0.916
12.847,4.904,3.336,38.609,0.885,5.183,604,615,34.992,3.453,1.47,0.68,0.936
6.762,3.961,2.174,156.503,0.858,4.084,637,599,152.103,2.283,1.822,0.549,0.929
5.905,3.879,1.938,0.822,0.785,3.915,667,601,167.471,1.911,2.001,0.5,0.919
5.95,3.903,1.941,0.219,0.791,3.915,698,601,167.471,1.911,2.01,0.497,0.92
2.93,2.555,1.46,158.089,0.852,2.768,733,598,147.529,1.614,1.749,0.572,0.903
5.725,3.275,2.226,68.202,0.845,3.482,764,613,52.431,2.402,1.471,0.68,0.904
3.922,2.385,2.094,58.838,0.815,2.66,795,609,28.61,2.184,1.139,0.878,0.892
8.88,4.522,2.501,166.4,0.765,4.539,821,604,169.216,2.706,1.808,0.553,0.904
8.88,4.522,2.501,166.4,0.765,4.539,852,604,169.216,2.706,1.808,0.553,0.904
6.401,3.815,2.136,18.752,0.842,3.989,885,608,25.201,2.335,1.786,0.56,0.928
7.889,3.251,3.089,45.069,0.934,3.609,917,610,28.072,3.153,1.052,0.95,0.921
7.889,3.251,3.089,45.069,0.934,3.609,948,610,28.072,3.153,1.052,0.95,0.921
30.517,7.468,5.203,110.909,0.803,7.981,974,598,118.61,5.371,1.436,0.697,0.947
5.499,3.31,2.115,167.329,0.929,3.357,1010,601,161.565,2.123,1.565,0.639,0.938
5.499,3.31,2.115,167.329,0.929,3.357,1041,601,161.565,2.123,1.565,0.639,0.938
4.913,2.937,2.13,159.741,0.959,3.135,1073,600,151.699,2.123,1.379,0.725,0.94
3.336,2.183,1.945,166.893,1,2.374,1106,599,153.435,1.911,1.123,0.891,0.931
4.553,2.578,2.249,50.987,0.888,2.856,1136,608,41.987,2.335,1.146,0.872,0.906
3.2,2.443,1.668,6.532,0.916,2.626,1167,604,14.036,1.699,1.465,0.683,0.899
3.2,2.443,1.668,6.532,0.916,2.626,1198,604,14.036,1.699,1.465,0.683,0.899
3.922,3,1.664,57.686,0.853,3.185,1230,610,53.13,1.804,1.802,0.555,0.926
3.741,3.024,1.576,57.89,0.814,3.185,1261,610,53.13,1.709,1.919,0.521,0.917
7.077,3.606,2.499,178.414,0.917,3.628,1289,599,159.444,2.335,1.443,0.693,0.963
7.032,3.581,2.5,177.691,0.911,3.628,1320,599,159.444,2.335,1.433,0.698,0.96
3.381,2.427,1.773,34.526,0.946,2.719,1354,606,38.66,1.911,1.369,0.731,0.949
3.381,2.427,1.773,34.526,0.946,2.719,1385,606,38.66,1.911,1.369,0.731,0.949
4.823,3.089,1.988,43.714,0.929,3.316,1415,609,39.806,2.102,1.554,0.644,0.93
4.823,3.089,1.988,43.714,0.929,3.316,1446,609,39.806,2.102,1.554,0.644,0.93
5.995,3.618,2.11,3.475,0.839,3.708,1505,604,13.241,2.123,1.715,0.583,0.917
5.95,3.58,2.116,3.47,0.833,3.665,1536,602,169.992,2.123,1.692,0.591,0.913
3.922,2.972,1.68,56.01,0.853,3.185,1572,610,53.13,1.899,1.769,0.565,0.916
3.832,2.908,1.678,54.856,0.833,3.156,1602,609,47.726,1.899,1.733,0.577,0.909
4.192,3.07,1.739,46.595,0.833,3.185,1632,608,36.87,1.952,1.765,0.566,0.89
4.192,3.07,1.739,46.595,0.833,3.185,1663,608,36.87,1.952,1.765,0.566,0.89
10.368,4.279,3.085,176.23,0.861,4.504,1690,606,171.87,3.185,1.387,0.721,0.92
10.368,4.29,3.077,177.365,0.879,4.504,1721,606,171.87,3.185,1.394,0.717,0.927
3.336,2.45,1.733,173.223,0.855,2.686,1756,602,161.565,1.699,1.414,0.707,0.931
6.626,3.785,2.229,72.947,0.871,3.903,1790,615,67.62,2.335,1.698,0.589,0.936
6.671,3.772,2.252,72.901,0.877,3.903,1821,615,67.62,2.335,1.675,0.597,0.94
3.155,2.278,1.764,166.678,0.938,2.421,1850,601,164.745,1.88,1.291,0.774,0.886
45.979,10.771,5.435,38.947,0.771,11.042,1866,631,37.972,5.67,1.982,0.505,0.956
3.786,2.422,1.99,176.448,1,2.565,1943,605,24.444,1.911,1.217,0.822,0.939
2.795,2.009,1.771,15.253,1,2.186,1975,604,29.055,1.699,1.134,0.882,0.947
2.795,2.009,1.771,15.253,1,2.186,2006,604,29.055,1.699,1.134,0.882,0.947
2.569,2.133,1.534,63.668,0.868,2.421,2038,607,52.125,1.666,1.391,0.719,0.905
4.373,2.636,2.112,57.74,0.938,2.768,2067,608,32.471,2.279,1.248,0.801,0.911
8.655,3.732,2.953,167.037,0.932,3.989,2095,602,154.799,2.972,1.264,0.791,0.946
2.66,2.106,1.608,55.809,0.976,2.297,2132,607,56.31,1.699,1.309,0.764,0.929
4.237,2.781,1.94,16.93,0.904,3.018,2160,607,39.289,1.911,1.433,0.698,0.949
5.139,3.237,2.021,29.989,0.868,3.482,2190,608,37.569,2.251,1.602,0.624,0.934
6.536,3.867,2.152,7.052,0.838,3.966,2219,605,15.524,2.123,1.797,0.557,0.932
6.581,3.896,2.151,7.603,0.844,4.028,2250,605,18.435,2.123,1.812,0.552,0.933
7.708,4.209,2.332,30.087,0.842,4.479,2281,611,31.43,2.552,1.805,0.554,0.919
4.282,2.851,1.913,110.173,0.862,3.04,2318,598,114.775,2.081,1.491,0.671,0.905
4.237,2.812,1.919,109.683,0.853,2.957,2350,598,111.038,2.081,1.466,0.682,0.9
9.061,4.125,2.796,153.022,0.884,4.479,2374,601,148.57,2.972,1.475,0.678,0.95
9.061,4.125,2.796,153.022,0.884,4.479,2405,601,148.57,2.972,1.475,0.678,0.95
6.807,3.673,2.36,27.612,0.864,3.828,2469,609,33.69,2.537,1.557,0.642,0.918
6.852,3.684,2.368,26.849,0.869,3.828,2500,609,33.69,2.537,1.556,0.643,0.921
4.913,3.131,1.998,14.367,0.784,3.43,2593,608,21.801,2.123,1.567,0.638,0.928
13.388,5.592,3.048,45.475,0.825,5.736,2621,617,38.991,3.153,1.834,0.545,0.935
13.388,5.592,3.048,45.475,0.825,5.736,2652,617,38.991,3.153,1.834,0.545,0.935
4.959,3.147,2.006,4.833,0.837,3.248,2686,605,11.31,1.911,1.568,0.638,0.932
4.959,3.147,2.006,4.833,0.837,3.248,2717,605,11.31,1.911,1.568,0.638,0.932
6.717,3.315,2.579,68.823,0.897,3.628,2751,614,69.444,2.754,1.285,0.778,0.92
6.762,3.316,2.596,70.248,0.903,3.628,2782,614,69.444,2.76,1.278,0.783,0.923
5.409,2.836,2.428,16.8,0.952,3.185,2812,608,36.87,2.335,1.168,0.856,0.938
5.409,2.836,2.428,16.8,0.952,3.185,2843,608,36.87,2.335,1.168,0.856,0.938
142.58,23.678,7.667,50.23,0.598,23.575,2846,685,51.582,8.013,3.088,0.324,0.952
3.065,2.601,1.501,61.058,0.845,2.768,2939,609,57.529,1.614,1.733,0.577,0.901
6.131,3.128,2.496,15.817,0.956,3.323,2966,608,26.565,2.548,1.253,0.798,0.925
5.95,3.053,2.482,17.777,0.965,3.241,2998,609,31.608,2.548,1.23,0.813,0.933
5.635,3.322,2.16,43.24,0.789,3.78,3028,610,38.157,2.552,1.538,0.65,0.926
5.545,3.043,2.32,168.354,0.936,3.234,3090,600,156.801,2.335,1.312,0.762,0.925
3.832,2.319,2.104,20.259,0.968,2.485,3122,604,19.983,2.123,1.102,0.907,0.919
3.291,3.27,1.281,43.194,0.73,3.456,3153,609,42.51,1.351,2.553,0.392,0.901
3.291,3.27,1.281,43.194,0.73,3.456,3184,609,42.51,1.351,2.553,0.392,0.901
11.945,5.664,2.685,77.281,0.747,5.872,3216,625,77.471,2.967,2.109,0.474,0.931
5.95,3.864,1.961,61.127,0.803,3.949,3246,613,53.746,2.089,1.971,0.507,0.92
5.86,3.826,1.95,61.007,0.811,3.898,3279,614,60.642,2.089,1.962,0.51,0.919
7.979,3.909,2.599,88.885,0.868,4.028,3312,616,71.565,2.548,1.504,0.665,0.944
7.934,3.903,2.588,88.082,0.883,4.028,3343,616,71.565,2.548,1.508,0.663,0.946
6.536,3.519,2.365,21.04,0.86,3.798,3368,607,26.565,2.548,1.488,0.672,0.924
5.995,3.437,2.221,7.956,0.909,3.559,3399,607,17.354,2.335,1.548,0.646,0.927
5.86,3.378,2.209,8.549,0.889,3.502,3430,606,14.036,2.335,1.53,0.654,0.922
3.155,2.325,1.728,175.527,0.953,2.421,3464,600,164.745,1.699,1.345,0.743,0.921
56.662,12.06,5.982,15.659,0.727,12.072,50,769,23.86,6.445,2.016,0.496,0.97
4.463,3.247,1.75,52.318,0.834,3.482,275,756,52.431,1.952,1.856,0.539,0.917
4.643,3.316,1.783,49.35,0.831,3.482,326,756,52.431,1.952,1.86,0.538,0.904
3.02,2.526,1.523,26.278,0.851,2.76,376,750,22.62,1.708,1.659,0.603,0.865
2.975,2.514,1.507,27.93,0.884,2.66,428,751,28.61,1.675,1.668,0.599,0.874
4.102,2.635,1.982,29.788,0.967,2.888,479,752,36.027,2.089,1.33,0.752,0.938
4.237,2.747,1.964,28.259,0.922,2.888,530,752,36.027,2.089,1.399,0.715,0.926
8.114,4.249,2.431,12.868,0.846,4.377,577,752,14.036,2.548,1.748,0.572,0.928
8.204,4.323,2.416,12.06,0.856,4.433,628,752,16.699,2.548,1.789,0.559,0.931
4.733,2.793,2.158,169.506,0.884,2.957,683,747,158.962,2.317,1.294,0.773,0.905
4.733,2.785,2.164,172.573,0.912,2.957,734,747,158.962,2.317,1.287,0.777,0.913
23.621,7.218,4.166,31.112,0.715,7.611,776,767,30.141,4.358,1.733,0.577,0.918
36.558,7.64,6.093,172.855,0.809,8.291,824,758,13.325,6.582,1.254,0.798,0.954
3.471,2.599,1.701,45.565,0.877,2.768,891,754,57.529,1.899,1.528,0.654,0.901
3.471,2.611,1.693,44.952,0.909,2.768,942,754,57.529,1.802,1.543,0.648,0.911
33.087,7.704,5.468,64.043,0.728,8.129,984,775,49.236,5.424,1.409,0.71,0.924
4.418,2.534,2.22,146.65,0.993,2.768,1042,745,147.529,2.335,1.142,0.876,0.929
4.463,2.582,2.201,151.973,0.958,2.768,1094,744,147.529,2.335,1.173,0.853,0.908
21.276,6.853,3.953,133.714,0.741,7.262,1140,744,127.875,4.344,1.734,0.577,0.917
1.352,1.795,0.959,33.69,0.877,1.957,1198,749,40.601,1.119,1.871,0.534,0.882
1.578,1.644,1.222,59.093,1,1.826,1250,750,54.462,1.274,1.345,0.744,0.933
5.725,2.906,2.509,30.176,0.801,3.316,1297,756,39.806,2.754,1.158,0.863,0.907
5.815,2.936,2.522,32.828,0.814,3.357,1348,756,34.695,2.739,1.164,0.859,0.912
