 ,Area,Mean,Min,Max
1,19462.670,255,255,255
2,4278.714,255,255,255
3,2790.383,255,255,255
4,1418.952,255,255,255
5,61.143,255,255,255
6,357.352,255,255,255
7,531.592,255,255,255
8,66.528,255,255,255
9,2183.709,255,255,255
10,57.658,255,255,255
11,613.010,255,255,255
12,289.556,255,255,255
13,143.828,255,255,255
14,56.074,255,255,255
15,17.741,255,255,255
16,256.292,255,255,255
17,1121.476,255,255,255
18,28.512,255,255,255
19,1393.608,255,255,255
20,1449.048,255,255,255
21,743.849,255,255,255
22,1240.593,255,255,255
23,498.645,255,255,255
24,301.911,255,255,255
25,200.218,255,255,255
26,139.076,255,255,255
27,84.586,255,255,255
28,108.663,255,255,255
29,100.426,255,255,255
30,35.482,255,255,255
31,92.506,255,255,255
32,121.018,255,255,255
33,201.169,255,255,255
34,98.208,255,255,255
35,71.597,255,255,255
36,86.170,255,255,255
37,96.624,255,255,255
38,43.719,255,255,255
39,92.189,255,255,255
40,27.562,255,255,255
41,27.562,255,255,255
42,31.680,255,255,255
43,18.058,255,255,255
44,19.958,255,255,255
45,27.245,255,255,255
46,121.018,255,255,255
47,988.102,255,255,255
48,118.484,255,255,255
49,33.264,255,255,255
50,43.719,255,255,255
51,34.215,255,255,255
52,189.764,255,255,255
53,358.936,255,255,255
54,62.410,255,255,255
55,155.549,255,255,255
56,336.126,255,255,255
57,45.936,255,255,255
58,41.184,255,255,255
59,27.878,255,255,255
60,88.704,255,255,255
61,163.153,255,255,255
62,69.696,255,255,255
63,55.123,255,255,255
64,184.378,255,255,255
65,59.242,255,255,255
66,77.616,255,255,255
67,228.730,255,255,255
68,51.322,255,255,255
69,75.399,255,255,255
70,78.567,255,255,255
71,34.215,255,255,255
72,81.735,255,255,255
73,81.418,255,255,255
74,62.727,255,255,255
75,141.927,255,255,255
76,33.898,255,255,255
77,24.394,255,255,255
78,155.549,255,255,255
79,200.852,255,255,255
80,58.608,255,255,255
81,20.592,255,255,255
82,64.311,255,255,255
83,41.501,255,255,255
84,18.058,255,255,255
85,22.493,255,255,255
86,12.355,255,255,255
87,46.253,255,255,255
88,156.500,255,255,255
89,31.997,255,255,255
90,98.208,255,255,255
91,152.698,255,255,255
92,35.482,255,255,255
93,916.505,255,255,255
94,2358.584,255,255,255
95,83.952,255,255,255
96,377.310,255,255,255
97,214.474,255,255,255
98,132.106,255,255,255
99,45.303,255,255,255
100,1459.185,255,255,255
101,92.823,255,255,255
102,257.876,255,255,255
103,231.265,255,255,255
104,61.776,255,255,255
105,58.291,255,255,255
106,51.955,255,255,255
107,931.395,255,255,255
108,50.688,255,255,255
109,333.275,255,255,255
110,57.658,255,255,255
111,293.675,255,255,255
112,30.096,255,255,255
113,68.429,255,255,255
114,40.234,255,255,255
115,20.275,255,255,255
116,24.710,255,255,255
117,23.443,255,255,255
118,75.399,255,255,255
119,365.588,255,255,255
120,228.414,255,255,255
121,212.890,255,255,255
122,159.985,255,255,255
123,73.498,255,255,255
124,542.680,255,255,255
125,185.645,255,255,255
126,37.066,255,255,255
127,46.570,255,255,255
128,32.947,255,255,255
129,39.600,255,255,255
130,40.234,255,255,255
131,33.898,255,255,255
132,37.383,255,255,255
133,33.581,255,255,255
134,29.779,255,255,255
135,88.071,255,255,255
136,58.608,255,255,255
137,12.989,255,255,255
138,115.316,255,255,255
139,500.546,255,255,255
140,69.379,255,255,255
141,125.136,255,255,255
142,249.639,255,255,255
143,237.284,255,255,255
144,211.623,255,255,255
145,69.696,255,255,255
146,311.099,255,255,255
147,22.493,255,255,255
148,231.265,255,255,255
149,62.727,255,255,255
150,17.424,255,255,255
151,28.829,255,255,255
