 ,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
68,2.795,2.009,1.771,15.253,1.000,2.186,1975,604,29.055,1.699,1.134,0.882,0.947
69,2.795,2.009,1.771,15.253,1.000,2.186,2006,604,29.055,1.699,1.134,0.882,0.947
70,2.569,2.133,1.534,63.668,0.868,2.421,2038,607,52.125,1.666,1.391,0.719,0.905
71,4.373,2.636,2.112,57.740,0.938,2.768,2067,608,32.471,2.279,1.248,0.801,0.911
72,8.655,3.732,2.953,167.037,0.932,3.989,2095,602,154.799,2.972,1.264,0.791,0.946
73,2.660,2.106,1.608,55.809,0.976,2.297,2132,607,56.310,1.699,1.309,0.764,0.929
74,4.237,2.781,1.940,16.930,0.904,3.018,2160,607,39.289,1.911,1.433,0.698,0.949
75,5.139,3.237,2.021,29.989,0.868,3.482,2190,608,37.569,2.251,1.602,0.624,0.934
76,6.536,3.867,2.152,7.052,0.838,3.966,2219,605,15.524,2.123,1.797,0.557,0.932
77,6.581,3.896,2.151,7.603,0.844,4.028,2250,605,18.435,2.123,1.812,0.552,0.933
78,7.708,4.209,2.332,30.087,0.842,4.479,2281,611,31.430,2.552,1.805,0.554,0.919
79,4.282,2.851,1.913,110.173,0.862,3.040,2318,598,114.775,2.081,1.491,0.671,0.905
80,4.237,2.812,1.919,109.683,0.853,2.957,2350,598,111.038,2.081,1.466,0.682,0.900
81,9.061,4.125,2.796,153.022,0.884,4.479,2374,601,148.570,2.972,1.475,0.678,0.950
82,9.061,4.125,2.796,153.022,0.884,4.479,2405,601,148.570,2.972,1.475,0.678,0.950
83,6.807,3.673,2.360,27.612,0.864,3.828,2469,609,33.690,2.537,1.557,0.642,0.918
84,6.852,3.684,2.368,26.849,0.869,3.828,2500,609,33.690,2.537,1.556,0.643,0.921
85,4.913,3.131,1.998,14.367,0.784,3.430,2593,608,21.801,2.123,1.567,0.638,0.928
86,13.388,5.592,3.048,45.475,0.825,5.736,2621,617,38.991,3.153,1.834,0.545,0.935
87,13.388,5.592,3.048,45.475,0.825,5.736,2652,617,38.991,3.153,1.834,0.545,0.935
88,4.959,3.147,2.006,4.833,0.837,3.248,2686,605,11.310,1.911,1.568,0.638,0.932
89,4.959,3.147,2.006,4.833,0.837,3.248,2717,605,11.310,1.911,1.568,0.638,0.932
90,6.717,3.315,2.579,68.823,0.897,3.628,2751,614,69.444,2.754,1.285,0.778,0.920
91,6.762,3.316,2.596,70.248,0.903,3.628,2782,614,69.444,2.760,1.278,0.783,0.923
92,5.409,2.836,2.428,16.800,0.952,3.185,2812,608,36.870,2.335,1.168,0.856,0.938
93,5.409,2.836,2.428,16.800,0.952,3.185,2843,608,36.870,2.335,1.168,0.856,0.938
94,142.580,23.678,7.667,50.230,0.598,23.575,2846,685,51.582,8.013,3.088,0.324,0.952
95,3.065,2.601,1.501,61.058,0.845,2.768,2939,609,57.529,1.614,1.733,0.577,0.901
96,6.131,3.128,2.496,15.817,0.956,3.323,2966,608,26.565,2.548,1.253,0.798,0.925
97,5.950,3.053,2.482,17.777,0.965,3.241,2998,609,31.608,2.548,1.230,0.813,0.933
98,5.635,3.322,2.160,43.240,0.789,3.780,3028,610,38.157,2.552,1.538,0.650,0.926
99,5.545,3.043,2.320,168.354,0.936,3.234,3090,600,156.801,2.335,1.312,0.762,0.925
100,3.832,2.319,2.104,20.259,0.968,2.485,3122,604,19.983,2.123,1.102,0.907,0.919
101,3.291,3.270,1.281,43.194,0.730,3.456,3153,609,42.510,1.351,2.553,0.392,0.901
102,3.291,3.270,1.281,43.194,0.730,3.456,3184,609,42.510,1.351,2.553,0.392,0.901
103,11.945,5.664,2.685,77.281,0.747,5.872,3216,625,77.471,2.967,2.109,0.474,0.931
104,5.950,3.864,1.961,61.127,0.803,3.949,3246,613,53.746,2.089,1.971,0.507,0.920
105,5.860,3.826,1.950,61.007,0.811,3.898,3279,614,60.642,2.089,1.962,0.510,0.919
106,7.979,3.909,2.599,88.885,0.868,4.028,3312,616,71.565,2.548,1.504,0.665,0.944
107,7.934,3.903,2.588,88.082,0.883,4.028,3343,616,71.565,2.548,1.508,0.663,0.946
108,6.536,3.519,2.365,21.040,0.860,3.798,3368,607,26.565,2.548,1.488,0.672,0.924
109,5.995,3.437,2.221,7.956,0.909,3.559,3399,607,17.354,2.335,1.548,0.646,0.927
110,5.860,3.378,2.209,8.549,0.889,3.502,3430,606,14.036,2.335,1.530,0.654,0.922
111,3.155,2.325,1.728,175.527,0.953,2.421,3464,600,164.745,1.699,1.345,0.743,0.921
112,56.662,12.060,5.982,15.659,0.727,12.072,50,769,23.860,6.445,2.016,0.496,0.970
113,4.463,3.247,1.750,52.318,0.834,3.482,275,756,52.431,1.952,1.856,0.539,0.917
114,4.643,3.316,1.783,49.350,0.831,3.482,326,756,52.431,1.952,1.860,0.538,0.904
115,3.020,2.526,1.523,26.278,0.851,2.760,376,750,22.620,1.708,1.659,0.603,0.865
116,2.975,2.514,1.507,27.930,0.884,2.660,428,751,28.610,1.675,1.668,0.599,0.874
117,4.102,2.635,1.982,29.788,0.967,2.888,479,752,36.027,2.089,1.330,0.752,0.938
118,4.237,2.747,1.964,28.259,0.922,2.888,530,752,36.027,2.089,1.399,0.715,0.926
119,8.114,4.249,2.431,12.868,0.846,4.377,577,752,14.036,2.548,1.748,0.572,0.928
120,8.204,4.323,2.416,12.060,0.856,4.433,628,752,16.699,2.548,1.789,0.559,0.931
121,4.733,2.793,2.158,169.506,0.884,2.957,683,747,158.962,2.317,1.294,0.773,0.905
122,4.733,2.785,2.164,172.573,0.912,2.957,734,747,158.962,2.317,1.287,0.777,0.913
123,23.621,7.218,4.166,31.112,0.715,7.611,776,767,30.141,4.358,1.733,0.577,0.918
124,36.558,7.640,6.093,172.855,0.809,8.291,824,758,13.325,6.582,1.254,0.798,0.954
125,3.471,2.599,1.701,45.565,0.877,2.768,891,754,57.529,1.899,1.528,0.654,0.901
126,3.471,2.611,1.693,44.952,0.909,2.768,942,754,57.529,1.802,1.543,0.648,0.911
127,33.087,7.704,5.468,64.043,0.728,8.129,984,775,49.236,5.424,1.409,0.710,0.924
128,4.418,2.534,2.220,146.650,0.993,2.768,1042,745,147.529,2.335,1.142,0.876,0.929
129,4.463,2.582,2.201,151.973,0.958,2.768,1094,744,147.529,2.335,1.173,0.853,0.908
130,21.276,6.853,3.953,133.714,0.741,7.262,1140,744,127.875,4.344,1.734,0.577,0.917
131,1.352,1.795,0.959,33.690,0.877,1.957,1198,749,40.601,1.119,1.871,0.534,0.882
132,1.578,1.644,1.222,59.093,1.000,1.826,1250,750,54.462,1.274,1.345,0.744,0.933
133,5.725,2.906,2.509,30.176,0.801,3.316,1297,756,39.806,2.754,1.158,0.863,0.907
134,5.815,2.936,2.522,32.828,0.814,3.357,1348,756,34.695,2.739,1.164,0.859,0.912
135,5.229,3.051,2.182,177.596,0.920,3.156,1399,752,19.654,2.123,1.398,0.715,0.943
136,5.274,3.090,2.173,1.207,0.928,3.234,1450,752,23.199,2.123,1.422,0.703,0.947
137,4.147,2.631,2.007,20.625,0.964,2.768,1503,752,32.471,2.123,1.311,0.763,0.920
138,3.922,2.379,2.099,43.351,0.912,2.719,1557,754,51.340,2.252,1.134,0.882,0.921
139,15.552,6.048,3.274,79.820,0.800,6.334,1607,772,76.430,3.397,1.847,0.541,0.944
140,15.416,5.994,3.275,80.182,0.806,6.288,1659,772,78.311,3.397,1.830,0.546,0.943
141,1.668,1.833,1.159,3.695,0.969,1.899,1709,747,26.565,1.062,1.582,0.632,0.961
142,1.713,2.133,1.023,36.638,0.803,2.297,1760,750,33.690,1.201,2.086,0.479,0.864
143,6.807,4.369,1.983,21.833,0.750,4.377,1806,753,22.834,2.091,2.203,0.454,0.899
144,6.356,3.154,2.566,151.485,0.894,3.357,1859,749,161.565,2.658,1.229,0.813,0.907
145,6.491,3.589,2.303,45.680,0.876,3.780,1911,755,38.157,2.532,1.558,0.642,0.926
146,97.412,16.881,7.347,152.136,0.690,17.312,1932,750,156.894,7.420,2.298,0.435,0.965
147,5.590,3.495,2.036,27.868,0.834,3.828,2013,753,33.690,2.279,1.717,0.583,0.929
148,6.266,4.334,1.841,134.580,0.717,4.544,2064,743,127.405,2.102,2.354,0.425,0.894
149,4.959,2.911,2.169,57.213,0.888,3.062,2117,752,33.690,2.374,1.342,0.745,0.913
150,3.110,2.465,1.607,50.492,0.890,2.592,2169,752,34.992,1.802,1.534,0.652,0.896
151,3.471,2.495,1.772,32.712,0.923,2.719,2220,751,38.660,1.911,1.408,0.710,0.933
152,5.905,2.979,2.524,168.160,0.958,3.156,2269,748,160.346,2.548,1.181,0.847,0.929
153,55.625,12.415,5.705,136.358,0.728,12.668,2305,748,140.440,6.005,2.176,0.460,0.956
154,4.102,2.764,1.889,20.478,0.905,3.062,2424,751,33.690,1.911,1.463,0.684,0.943
155,4.147,2.554,2.068,119.144,0.775,2.957,2479,743,111.038,2.123,1.235,0.810,0.889
156,4.553,2.943,1.970,9.921,0.929,3.040,2526,751,24.775,1.911,1.494,0.669,0.948
157,5.409,2.694,2.557,158.745,0.877,3.018,2578,744,140.711,2.548,1.054,0.949,0.902
158,6.131,3.586,2.176,157.206,0.905,3.798,2627,744,153.435,2.335,1.648,0.607,0.938
159,13.658,4.744,3.666,8.568,0.891,4.902,2675,758,17.650,3.728,1.294,0.773,0.938
160,13.568,4.705,3.672,7.998,0.886,4.842,2726,757,15.255,3.728,1.281,0.780,0.932
161,43.049,9.119,6.011,26.488,0.786,9.780,2768,775,27.121,6.457,1.517,0.659,0.951
162,5.680,3.612,2.002,15.459,0.862,3.828,2831,751,19.440,2.123,1.804,0.554,0.926
163,3.741,2.559,1.862,175.971,0.913,2.686,2885,746,161.565,1.911,1.374,0.728,0.912
164,3.786,2.710,1.779,65.680,0.880,2.848,2939,755,63.435,1.899,1.523,0.656,0.894
165,20.465,6.118,4.259,16.988,0.882,6.313,2979,760,19.654,4.398,1.437,0.696,0.951
166,2.885,2.482,1.480,126.847,0.871,2.719,3092,743,128.660,1.651,1.676,0.597,0.908
167,3.065,2.380,1.640,14.863,0.962,2.565,3141,750,24.444,1.699,1.451,0.689,0.913
168,8.565,4.820,2.263,173.699,0.770,4.997,3186,746,167.735,2.335,2.130,0.469,0.922
169,6.401,3.533,2.307,19.495,0.873,3.798,3241,752,26.565,2.335,1.531,0.653,0.934
170,7.438,4.115,2.301,34.119,0.783,4.418,3292,756,35.218,2.633,1.788,0.559,0.927
171,3.877,2.645,1.866,3.301,0.933,2.833,3345,749,12.995,1.911,1.417,0.706,0.905
172,5.635,3.459,2.074,176.536,0.889,3.502,3395,746,165.964,2.123,1.668,0.600,0.919
173,307.968,23.252,16.864,34.900,0.857,23.822,3462,819,36.666,16.778,1.379,0.725,0.979
174,51.614,12.552,5.236,170.966,0.708,12.413,110,753,167.152,5.305,2.397,0.417,0.962
175,49.585,12.986,4.862,14.486,0.639,13.568,3315,846,20.136,5.166,2.671,0.374,0.956
176,308.915,24.153,16.285,47.646,0.773,26.471,188,1000,30.885,15.839,1.483,0.674,0.979
177,309.546,23.529,16.751,115.013,0.807,25.207,67,961,122.619,17.901,1.405,0.712,0.968
178,152.452,18.441,10.526,45.304,0.720,18.792,338,1032,57.926,11.640,1.752,0.571,0.943
179,120.447,19.196,7.989,3.821,0.674,19.015,484,998,173.589,8.280,2.403,0.416,0.969
