 ,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
21,1.292,1.345,1.223,170.443,0.946,1.391,1330,156,160.560,1.235,1.100,0.909,0.939
22,1.078,1.264,1.085,114.150,0.891,1.350,1443,153,120.964,1.157,1.165,0.859,0.912
23,28.709,7.016,5.210,62.362,0.837,7.173,1485,237,58.191,5.245,1.347,0.743,0.978
24,1.881,1.921,1.247,175.559,0.882,1.978,1544,157,159.444,1.235,1.541,0.649,0.952
25,0.554,1.035,0.681,33.064,0.900,1.113,1659,162,33.690,0.749,1.519,0.658,0.907
26,1.167,1.286,1.156,47.807,0.901,1.435,1712,166,36.254,1.208,1.113,0.899,0.927
27,2.697,2.141,1.604,40.717,0.877,2.184,1761,172,32.005,1.582,1.335,0.749,0.944
28,0.691,1.285,0.684,154.197,0.838,1.348,1820,153,156.371,0.759,1.878,0.532,0.899
29,0.500,0.891,0.714,154.964,0.992,0.967,1877,153,151.390,0.764,1.248,0.802,0.918
30,0.530,0.989,0.682,50.833,0.890,1.049,1931,161,36.027,0.749,1.449,0.690,0.881
31,0.566,1.020,0.706,148.028,0.919,1.072,1985,153,149.744,0.787,1.446,0.692,0.900
32,0.816,1.242,0.836,162.442,0.855,1.293,2146,155,162.646,0.926,1.484,0.674,0.901
33,0.679,1.316,0.656,7.882,0.811,1.367,2200,158,16.390,0.694,2.005,0.499,0.912
34,0.875,1.183,0.942,66.069,0.942,1.247,2259,166,68.199,1.000,1.256,0.796,0.925
35,0.589,0.973,0.772,131.541,0.958,1.049,2314,152,126.027,0.818,1.261,0.793,0.921
36,2.632,2.547,1.315,146.990,0.760,2.700,2357,154,149.036,1.449,1.937,0.516,0.932
37,0.625,1.065,0.747,62.178,0.884,1.139,2422,164,61.699,0.794,1.426,0.701,0.913
38,0.857,1.223,0.893,150.927,0.923,1.284,2473,153,147.265,0.963,1.369,0.730,0.920
39,0.667,1.096,0.775,44.330,0.867,1.157,2529,163,36.870,0.818,1.414,0.707,0.911
40,0.405,0.790,0.653,160.374,0.962,0.835,2585,152,146.310,0.690,1.209,0.827,0.901
41,2.971,2.508,1.509,155.821,0.819,2.594,2630,152,149.621,1.587,1.662,0.602,0.947
42,0.464,1.060,0.558,30.590,0.846,1.113,2692,160,33.690,0.621,1.899,0.527,0.886
43,0.572,0.935,0.779,90.059,0.911,1.006,2749,151,122.471,0.772,1.200,0.833,0.914
44,0.560,1.175,0.606,5.850,0.827,1.220,2799,158,18.435,0.617,1.938,0.516,0.913
45,0.804,1.248,0.820,2.365,0.875,1.293,2853,160,17.354,0.849,1.521,0.657,0.918
46,4.983,2.915,2.177,89.624,0.881,2.953,2960,188,70.145,2.083,1.339,0.747,0.964
47,0.661,1.258,0.669,3.870,0.821,1.293,3016,159,17.354,0.694,1.880,0.532,0.914
48,2.376,2.473,1.223,162.339,0.764,2.594,3063,155,157.249,1.307,2.023,0.494,0.936
49,1.304,1.298,1.279,102.132,0.954,1.391,3126,154,146.310,1.235,1.015,0.985,0.944
50,3.203,2.806,1.453,28.646,0.756,2.782,3172,174,33.690,1.513,1.930,0.518,0.920
51,0.667,1.042,0.815,127.556,0.932,1.113,3237,152,123.690,0.873,1.278,0.782,0.903
52,0.786,1.039,0.963,79.730,0.938,1.113,3292,164,56.310,0.926,1.079,0.927,0.920
53,3.763,2.519,1.902,36.575,0.893,2.628,3391,178,40.236,1.964,1.324,0.755,0.957
54,1.149,1.357,1.078,24.700,0.928,1.456,3451,163,32.005,1.146,1.258,0.795,0.932
55,5.186,2.819,2.342,2.949,0.891,2.906,3495,171,10.713,2.392,1.204,0.831,0.958
56,3.358,2.343,1.825,104.601,0.890,2.396,3566,151,104.931,1.846,1.284,0.779,0.954
57,3.900,2.808,1.768,154.608,0.814,2.889,3608,155,145.886,1.932,1.588,0.630,0.947
58,1.744,1.792,1.240,153.336,0.820,1.879,294,160,160.821,1.330,1.445,0.692,0.926
59,2.507,2.027,1.575,44.708,0.886,2.162,838,172,34.824,1.637,1.287,0.777,0.949
60,0.631,1.098,0.732,45.518,0.866,1.205,1388,164,50.194,0.818,1.500,0.667,0.930
61,1.488,1.798,1.054,167.759,0.835,1.879,1599,157,160.821,1.139,1.706,0.586,0.938
62,0.482,0.980,0.627,38.124,0.956,1.049,2040,161,36.027,0.655,1.563,0.640,0.926
63,1.459,1.788,1.039,1.977,0.864,1.816,2088,160,12.265,1.003,1.721,0.581,0.950
64,1.095,1.365,1.022,133.264,0.914,1.482,2909,152,128.660,1.091,1.336,0.749,0.936
65,0.816,1.227,0.847,33.215,0.855,1.350,3343,163,30.964,0.928,1.449,0.690,0.907
66,10.115,4.766,2.703,99.004,0.810,4.783,145,328,100.222,2.772,1.763,0.567,0.969
67,1.375,1.826,0.959,16.494,0.763,1.967,197,340,25.560,1.080,1.903,0.525,0.918
68,1.536,1.960,0.998,17.237,0.773,2.050,258,339,19.799,1.085,1.965,0.509,0.917
69,2.251,2.124,1.349,13.170,0.863,2.178,320,343,22.932,1.370,1.575,0.635,0.949
70,1.161,1.586,0.932,130.107,0.850,1.692,387,329,133.152,0.984,1.702,0.587,0.931
71,11.616,4.010,3.688,29.191,0.903,4.118,431,362,12.995,3.735,1.088,0.920,0.969
72,0.887,1.285,0.879,150.007,0.930,1.350,512,330,149.036,0.932,1.462,0.684,0.931
73,1.256,1.728,0.925,170.358,0.820,1.734,571,331,159.146,0.954,1.867,0.535,0.923
74,1.280,1.431,1.139,35.278,0.853,1.562,636,345,57.095,1.235,1.256,0.796,0.929
75,3.644,2.574,1.802,94.874,0.884,2.588,704,328,100.305,1.775,1.429,0.700,0.960
76,5.602,3.184,2.240,62.929,0.846,3.275,754,365,55.561,2.312,1.422,0.703,0.958
77,0.542,1.038,0.665,102.002,0.892,1.075,828,328,111.038,0.694,1.560,0.641,0.915
78,1.090,1.448,0.958,136.380,0.901,1.498,884,330,145.491,1.037,1.511,0.662,0.927
79,0.887,1.476,0.765,179.456,0.831,1.498,1007,332,168.111,0.772,1.929,0.518,0.928
80,0.834,1.107,0.959,17.133,0.947,1.198,1071,335,14.931,1.003,1.155,0.866,0.915
81,1.090,1.356,1.023,84.584,0.909,1.441,1139,346,74.476,1.003,1.326,0.754,0.936
82,1.887,1.824,1.318,145.319,0.822,1.947,1193,329,146.310,1.380,1.384,0.723,0.935
83,0.875,1.235,0.902,151.285,0.841,1.391,1257,329,146.310,0.992,1.368,0.731,0.907
84,0.750,1.074,0.889,148.312,0.959,1.178,1321,330,148.392,0.926,1.208,0.828,0.937
85,7.686,3.988,2.454,9.207,0.819,4.043,1364,354,13.241,2.514,1.625,0.615,0.962
86,0.923,1.543,0.761,179.522,0.770,1.628,1441,334,174.560,0.772,2.027,0.493,0.937
87,3.257,2.461,1.685,17.959,0.836,2.611,1498,350,18.970,1.775,1.461,0.685,0.959
88,0.780,1.100,0.902,115.145,0.862,1.198,1637,328,104.931,0.926,1.219,0.820,0.913
89,0.774,1.094,0.901,113.217,0.856,1.198,1699,328,104.931,0.926,1.214,0.824,0.909
90,1.715,1.780,1.227,86.184,0.885,1.816,1760,351,77.735,1.235,1.451,0.689,0.937
91,1.346,1.613,1.062,126.397,0.775,1.821,1816,328,126.384,1.139,1.519,0.658,0.917
92,1.340,1.449,1.177,89.304,0.951,1.516,1886,328,104.744,1.157,1.230,0.813,0.943
93,3.715,2.633,1.796,25.504,0.862,2.639,1932,346,15.255,1.794,1.466,0.682,0.948
94,0.869,1.149,0.963,179.657,0.961,1.220,2003,332,161.565,1.003,1.194,0.838,0.924
95,46.576,8.520,6.961,41.894,0.751,9.443,1995,369,11.310,7.670,1.224,0.817,0.950
96,0.673,1.081,0.792,3.668,0.886,1.123,2128,336,15.945,0.849,1.364,0.733,0.900
97,0.637,1.058,0.767,129.819,0.901,1.157,2191,329,143.130,0.854,1.379,0.725,0.915
98,1.143,1.348,1.080,162.572,0.903,1.391,2251,334,160.560,1.139,1.248,0.801,0.937
99,2.792,2.126,1.672,54.425,0.911,2.211,2316,354,60.751,1.775,1.271,0.787,0.954
100,0.976,1.471,0.845,82.934,0.843,1.516,2379,347,75.256,0.849,1.740,0.575,0.929
101,0.822,1.087,0.962,169.946,0.861,1.178,2439,340,31.608,1.070,1.130,0.885,0.887
102,1.536,1.560,1.254,95.887,0.939,1.650,2507,328,100.784,1.235,1.244,0.804,0.945
103,1.054,1.372,0.978,0.815,0.901,1.423,2561,337,12.529,1.003,1.402,0.713,0.924
104,1.864,1.936,1.226,148.330,0.876,2.012,2621,331,147.529,1.309,1.580,0.633,0.940
105,1.346,1.548,1.107,132.456,0.863,1.657,2689,328,117.759,1.198,1.399,0.715,0.930
106,1.715,2.009,1.086,23.735,0.792,2.078,2744,342,21.801,1.173,1.850,0.541,0.923
107,1.465,1.654,1.128,22.301,0.860,1.763,2808,338,23.199,1.192,1.466,0.682,0.930
108,1.322,1.663,1.012,19.786,0.855,1.725,2871,342,26.565,1.070,1.644,0.608,0.931
109,1.727,1.914,1.149,160.428,0.812,1.952,2931,335,161.565,1.198,1.667,0.600,0.916
110,22.940,7.605,3.841,128.869,0.758,7.763,2972,331,127.326,3.905,1.980,0.505,0.975
111,1.066,1.440,0.942,9.757,0.861,1.516,3058,340,14.744,1.003,1.528,0.655,0.925
112,1.423,1.709,1.060,23.967,0.798,1.829,3119,344,27.646,1.139,1.612,0.620,0.917
113,0.893,1.193,0.953,42.439,0.936,1.266,3185,340,37.569,1.035,1.252,0.799,0.923
114,1.197,1.543,0.987,134.096,0.832,1.651,3247,329,127.405,1.080,1.563,0.640,0.910
115,0.976,1.473,0.844,32.007,0.826,1.553,3307,340,26.565,0.920,1.745,0.573,0.904
116,0.875,1.167,0.955,44.311,0.967,1.220,3372,341,34.695,0.982,1.223,0.818,0.930
117,2.173,1.993,1.389,108.876,0.860,2.123,3433,328,109.093,1.466,1.435,0.697,0.952
118,0.458,0.900,0.649,23.681,0.923,1.006,3559,337,32.471,0.694,1.387,0.721,0.922
119,1.596,1.708,1.190,46.086,0.845,1.868,3617,347,38.290,1.292,1.436,0.697,0.935
120,1.131,1.319,1.092,177.536,0.923,1.391,946,341,19.440,1.080,1.208,0.828,0.941
121,1.036,1.252,1.054,51.553,0.907,1.350,3498,344,59.036,1.091,1.188,0.842,0.921
122,1.459,1.412,1.315,125.704,0.854,1.651,1570,330,127.405,1.312,1.074,0.931,0.923
123,0.839,1.219,0.877,40.392,0.871,1.284,141,480,32.735,0.928,1.391,0.719,0.913
124,0.816,1.208,0.859,43.054,0.878,1.266,190,480,37.569,0.926,1.406,0.711,0.913
125,2.608,1.947,1.706,125.821,0.887,2.134,236,468,130.601,1.775,1.141,0.876,0.945
126,1.203,1.524,1.005,165.186,0.880,1.591,284,471,157.166,1.003,1.517,0.659,0.942
127,1.191,1.516,1.000,164.280,0.891,1.591,333,470,157.166,1.003,1.515,0.660,0.946
128,1.935,1.794,1.373,12.900,0.903,1.909,379,479,14.036,1.449,1.306,0.765,0.941
129,1.953,1.794,1.386,13.697,0.911,1.909,427,478,14.036,1.449,1.295,0.772,0.943
130,1.215,1.620,0.954,148.376,0.837,1.651,479,469,142.595,1.006,1.697,0.589,0.917
131,1.185,1.585,0.952,146.650,0.878,1.628,527,470,148.570,1.019,1.666,0.600,0.930
132,1.113,1.439,0.985,70.800,0.908,1.490,582,486,68.749,1.003,1.460,0.685,0.944
133,1.137,1.437,1.008,68.412,0.898,1.490,631,486,68.749,1.067,1.426,0.701,0.934
134,1.131,1.392,1.034,53.897,0.914,1.456,675,484,57.995,1.091,1.346,0.743,0.936
135,1.899,1.696,1.426,87.082,0.932,1.781,726,468,107.650,1.466,1.189,0.841,0.944
136,1.911,1.694,1.437,84.929,0.937,1.760,775,468,105.255,1.466,1.179,0.848,0.944
137,10.205,4.117,3.156,101.866,0.863,4.286,813,468,103.536,3.241,1.305,0.766,0.971
138,0.792,1.100,0.916,117.230,0.957,1.220,870,468,124.695,0.926,1.201,0.833,0.947
139,3.155,2.494,1.611,121.066,0.858,2.579,913,469,128.928,1.656,1.548,0.646,0.950
140,2.751,2.564,1.366,25.873,0.740,2.665,956,488,22.109,1.449,1.876,0.533,0.929
141,2.721,2.553,1.357,25.886,0.771,2.657,1005,489,25.821,1.415,1.881,0.532,0.936
142,1.691,1.719,1.253,160.970,0.829,1.760,1058,476,164.745,1.327,1.372,0.729,0.921
143,1.441,1.593,1.152,99.159,0.932,1.662,1113,468,111.801,1.157,1.383,0.723,0.947
144,1.500,1.476,1.294,116.787,0.871,1.651,1160,468,127.405,1.312,1.141,0.877,0.944
145,1.506,1.479,1.296,118.751,0.936,1.606,1208,469,125.218,1.312,1.141,0.876,0.949
146,1.298,1.649,1.002,54.125,0.771,1.713,1255,488,54.162,1.146,1.646,0.607,0.903
147,1.286,1.638,1.000,53.249,0.749,1.749,1303,488,48.576,1.130,1.638,0.611,0.902
148,0.685,1.088,0.802,37.976,0.876,1.205,1353,479,39.806,0.863,1.357,0.737,0.916
149,0.661,1.054,0.798,41.876,0.881,1.200,1402,479,45.000,0.873,1.321,0.757,0.917
150,1.280,1.405,1.160,143.995,0.889,1.498,1449,471,145.491,1.247,1.212,0.825,0.927
151,1.286,1.392,1.176,146.255,0.867,1.464,1496,474,161.565,1.281,1.184,0.845,0.913
152,1.191,1.325,1.145,82.167,0.940,1.391,1548,468,109.440,1.157,1.157,0.864,0.941
153,5.781,3.070,2.397,38.796,0.900,3.148,1588,502,53.973,2.455,1.281,0.781,0.964
154,1.322,1.587,1.060,148.863,0.855,1.699,1642,469,140.528,1.139,1.497,0.668,0.923
155,1.197,1.716,0.888,130.758,0.777,1.760,1690,471,142.125,0.928,1.933,0.517,0.910
156,1.744,1.764,1.259,53.721,0.832,1.976,1740,488,51.340,1.364,1.401,0.714,0.929
157,1.750,1.770,1.259,52.252,0.781,2.019,1787,487,46.548,1.364,1.406,0.711,0.919
158,1.703,1.803,1.203,35.074,0.809,1.841,1834,485,33.024,1.250,1.499,0.667,0.918
159,1.917,2.054,1.188,69.362,0.819,2.144,1887,492,59.744,1.237,1.728,0.579,0.951
160,1.477,1.901,0.989,127.388,0.821,1.991,1933,468,125.538,1.037,1.922,0.520,0.938
161,0.863,1.190,0.923,29.641,0.905,1.266,1983,480,37.569,1.001,1.289,0.776,0.912
162,1.101,1.373,1.022,113.228,0.919,1.484,2033,468,117.897,1.080,1.344,0.744,0.941
163,0.578,1.096,0.671,17.334,0.909,1.175,2079,476,23.199,0.694,1.634,0.612,0.928
164,1.536,1.593,1.228,1.848,0.820,1.734,2124,482,20.854,1.235,1.297,0.771,0.933
165,0.780,1.047,0.948,34.281,0.931,1.139,2177,477,28.301,1.003,1.104,0.905,0.932
166,1.101,1.445,0.971,8.751,0.850,1.562,2222,478,20.225,1.003,1.488,0.672,0.914
167,0.655,1.120,0.744,154.681,0.862,1.208,2273,471,153.435,0.828,1.505,0.664,0.913
168,15.468,8.672,2.271,81.555,0.503,8.627,2323,578,79.695,2.309,3.819,0.262,0.966
169,1.101,1.607,0.873,3.792,0.821,1.635,2367,477,19.290,0.849,1.842,0.543,0.944
170,0.875,1.319,0.845,176.415,0.894,1.348,2417,473,166.759,0.849,1.562,0.640,0.933
171,1.066,1.324,1.025,46.674,0.850,1.435,2467,481,36.254,1.156,1.293,0.774,0.935
172,3.281,2.250,1.856,51.269,0.881,2.403,2513,493,42.397,1.944,1.212,0.825,0.954
173,1.274,1.665,0.974,92.123,0.856,1.666,2569,489,76.608,0.926,1.709,0.585,0.953
174,1.548,1.788,1.102,74.460,0.811,1.866,2612,489,60.255,1.157,1.622,0.617,0.944
175,1.244,1.450,1.093,85.821,0.847,1.537,2665,487,72.474,1.080,1.327,0.753,0.941
176,18.599,6.062,3.907,75.444,0.846,6.213,2705,546,75.619,4.050,1.552,0.644,0.974
177,1.619,1.575,1.309,173.621,0.786,1.795,2754,477,154.537,1.466,1.203,0.831,0.925
178,0.768,1.571,0.622,58.617,0.688,1.606,2807,486,54.782,0.690,2.524,0.396,0.893
179,0.762,1.550,0.626,59.124,0.651,1.651,2855,486,52.595,0.690,2.476,0.404,0.889
180,1.191,1.653,0.917,160.957,0.853,1.692,2900,470,155.772,0.973,1.801,0.555,0.937
181,1.155,1.628,0.904,160.849,0.845,1.662,2948,471,158.199,0.952,1.802,0.555,0.933
182,0.905,1.180,0.976,19.394,0.892,1.247,2999,477,21.801,1.003,1.208,0.828,0.930
183,2.167,2.100,1.314,16.810,0.842,2.243,3042,484,26.565,1.312,1.599,0.625,0.959
184,1.738,1.993,1.111,174.836,0.850,2.003,3091,473,164.358,1.080,1.795,0.557,0.961
185,1.733,1.986,1.111,174.351,0.847,2.003,3140,472,164.358,1.080,1.787,0.559,0.959
186,1.292,1.719,0.957,14.709,0.861,1.763,3190,479,23.199,1.003,1.796,0.557,0.948
187,1.298,1.739,0.950,13.989,0.840,1.781,3238,478,17.650,1.003,1.830,0.546,0.940
188,0.911,1.167,0.994,130.317,0.965,1.266,3293,468,127.569,1.003,1.174,0.852,0.947
189,0.929,1.181,1.001,138.574,0.949,1.266,3342,468,127.569,1.037,1.180,0.847,0.940
190,1.852,1.831,1.288,28.936,0.892,1.935,3383,481,23.499,1.364,1.422,0.703,0.948
191,1.685,1.635,1.312,88.611,0.893,1.763,3439,468,113.199,1.312,1.246,0.802,0.951
192,1.709,1.631,1.334,92.194,0.905,1.734,3488,468,110.854,1.312,1.223,0.818,0.952
193,1.887,2.086,1.152,149.529,0.836,2.144,3528,470,149.744,1.220,1.811,0.552,0.936
194,1.542,2.080,0.944,22.989,0.749,2.140,3576,482,25.641,1.001,2.205,0.454,0.940
195,1.548,2.084,0.946,23.031,0.751,2.140,3624,481,25.641,1.035,2.204,0.454,0.935
196,689.977,31.438,27.944,143.050,0.864,31.452,676,612,102.468,27.277,1.125,0.889,0.995
