 ,Area,Mean,Min,Max
1,544.842,255,255,255
2,512.093,255,255,255
3,269.376,255,255,255
4,481.153,255,255,255
5,503.676,255,255,255
6,210.945,255,255,255
7,211.605,255,255,255
8,199.080,255,255,255
9,119.017,255,255,255
10,112.094,255,255,255
11,152.054,255,255,255
12,184.429,255,255,255
13,145.389,255,255,255
14,49.985,255,255,255
15,29.647,255,255,255
16,106.061,255,255,255
17,9.078,255,255,255
18,4.453,255,255,255
19,29.244,255,255,255
20,17.897,255,255,255
21,13.789,255,255,255
22,98.994,255,255,255
23,19.535,255,255,255
24,8.848,255,255,255
25,3.476,255,255,255
26,3.936,255,255,255
27,2.729,255,255,255
28,9.078,255,255,255
29,12.037,255,255,255
30,27.119,255,255,255
31,25.251,255,255,255
32,13.157,255,255,255
33,39.012,255,255,255
34,7.412,255,255,255
35,36.915,255,255,255
36,5.918,255,255,255
37,12.353,255,255,255
38,91.698,255,255,255
39,12.554,255,255,255
40,64.091,255,255,255
41,25.079,255,255,255
42,47.314,255,255,255
43,40.678,255,255,255
44,6.263,255,255,255
45,15.139,255,255,255
46,12.094,255,255,255
47,19.937,255,255,255
48,19.161,255,255,255
49,15.427,255,255,255
50,41.396,255,255,255
51,58.546,255,255,255
52,8.532,255,255,255
53,75.151,255,255,255
54,49.009,255,255,255
55,7.153,255,255,255
56,104.740,255,255,255
57,44.728,255,255,255
58,67.538,255,255,255
59,11.261,255,255,255
60,43.464,255,255,255
61,10.141,255,255,255
62,13.789,255,255,255
63,13.588,255,255,255
64,31.140,255,255,255
65,113.904,255,255,255
66,70.296,255,255,255
67,80.264,255,255,255
68,35.449,255,255,255
69,32.433,255,255,255
70,28.440,255,255,255
71,45.763,255,255,255
72,49.899,255,255,255
73,69.951,255,255,255
74,8.159,255,255,255
75,36.283,255,255,255
76,22.149,255,255,255
77,81.183,255,255,255
78,27.205,255,255,255
79,35.507,255,255,255
80,45.992,255,255,255
81,8.934,255,255,255
82,9.739,255,255,255
83,8.733,255,255,255
84,34.300,255,255,255
85,16.892,255,255,255
86,27.636,255,255,255
87,14.708,255,255,255
88,8.072,255,255,255
89,7.268,255,255,255
90,15.915,255,255,255
91,94.800,255,255,255
92,10.572,255,255,255
93,19.649,255,255,255
94,18.127,255,255,255
95,21.833,255,255,255
96,76.472,255,255,255
97,23.585,255,255,255
98,64.665,255,255,255
99,22.809,255,255,255
100,20.511,255,255,255
101,25.826,255,255,255
102,8.992,255,255,255
103,10.801,255,255,255
104,33.869,255,255,255
105,4.999,255,255,255
106,66.561,255,255,255
107,50.301,255,255,255
108,8.216,255,255,255
109,48.549,255,255,255
110,29.273,255,255,255
111,49.152,255,255,255
112,119.850,255,255,255
113,27.722,255,255,255
114,14.220,255,255,255
