 ,Area,Mean,Min,Max
1,32437.375,255,255,255
2,8228.885,255,255,255
3,8557.172,255,255,255
4,15059.891,255,255,255
5,21878.122,255,255,255
6,6681.977,255,255,255
7,6641.527,255,255,255
8,5250.034,255,255,255
9,1771.301,255,255,255
10,66.850,255,255,255
11,720.443,255,255,255
12,837.110,255,255,255
13,249.089,255,255,255
14,96.229,255,255,255
15,70.256,255,255,255
16,501.585,255,255,255
17,338.506,255,255,255
18,713.630,255,255,255
19,280.172,255,255,255
20,206.084,255,255,255
21,110.281,255,255,255
22,3534.086,255,255,255
23,48.115,255,255,255
24,228.225,255,255,255
25,76.643,255,255,255
26,56.631,255,255,255
27,135.828,255,255,255
28,1844.963,255,255,255
29,38.321,255,255,255
30,242.277,255,255,255
31,103.042,255,255,255
32,1108.766,255,255,255
33,846.052,255,255,255
34,280.598,255,255,255
35,449.638,255,255,255
36,491.791,255,255,255
37,247.386,255,255,255
38,81.752,255,255,255
39,1381.700,255,255,255
40,215.877,255,255,255
41,130.719,255,255,255
42,70.256,255,255,255
43,287.836,255,255,255
44,407.484,255,255,255
45,1023.182,255,255,255
46,166.485,255,255,255
47,141.789,255,255,255
48,1842.409,255,255,255
49,361.499,255,255,255
50,77.920,255,255,255
51,40.450,255,255,255
52,625.491,255,255,255
53,71.108,255,255,255
54,100.061,255,255,255
55,280.172,255,255,255
56,96.655,255,255,255
57,266.973,255,255,255
58,141.789,255,255,255
59,25.122,255,255,255
60,26.825,255,255,255
61,22.993,255,255,255
62,38.321,255,255,255
63,36.192,255,255,255
64,148.176,255,255,255
65,51.095,255,255,255
66,56.205,255,255,255
67,86.436,255,255,255
68,210.768,255,255,255
69,74.514,255,255,255
70,335.951,255,255,255
71,68.979,255,255,255
72,907.792,255,255,255
73,51.095,255,255,255
74,51.095,255,255,255
75,1238.633,255,255,255
76,180.962,255,255,255
77,146.899,255,255,255
78,1169.229,255,255,255
79,117.093,255,255,255
80,156.692,255,255,255
81,57.482,255,255,255
82,42.579,255,255,255
83,203.955,255,255,255
84,57.908,255,255,255
85,33.638,255,255,255
86,810.711,255,255,255
87,60.463,255,255,255
88,64.295,255,255,255
89,54.927,255,255,255
90,74.514,255,255,255
91,51.521,255,255,255
92,40.450,255,255,255
93,1202.441,255,255,255
94,1189.241,255,255,255
95,75.791,255,255,255
96,978.899,255,255,255
97,177.982,255,255,255
98,249.941,255,255,255
99,171.595,255,255,255
100,1132.185,255,255,255
101,97.081,255,255,255
102,105.597,255,255,255
103,89.417,255,255,255
104,41.302,255,255,255
105,26.825,255,255,255
106,197.994,255,255,255
107,155.840,255,255,255
108,555.661,255,255,255
109,64.295,255,255,255
110,278.895,255,255,255
111,128.164,255,255,255
112,50.669,255,255,255
113,36.192,255,255,255
114,236.741,255,255,255
115,1155.604,255,255,255
116,660.406,255,255,255
117,65.146,255,255,255
118,103.468,255,255,255
119,227.374,255,255,255
120,206.084,255,255,255
121,60.463,255,255,255
122,40.025,255,255,255
123,347.022,255,255,255
124,529.687,255,255,255
125,45.560,255,255,255
126,99.210,255,255,255
127,272.508,255,255,255
128,336.803,255,255,255
129,158.821,255,255,255
130,126.461,255,255,255
131,192.459,255,255,255
132,3841.083,255,255,255
133,66.424,255,255,255
134,183.517,255,255,255
135,42.154,255,255,255
136,165.634,255,255,255
137,656.999,255,255,255
138,416.426,255,255,255
139,112.835,255,255,255
140,294.223,255,255,255
141,155.415,255,255,255
142,472.205,255,255,255
143,143.492,255,255,255
144,42.154,255,255,255
145,108.577,255,255,255
146,71.108,255,255,255
147,1149.642,255,255,255
148,305.720,255,255,255
149,113.687,255,255,255
150,52.798,255,255,255
151,90.268,255,255,255
152,335.525,255,255,255
153,133.273,255,255,255
154,628.045,255,255,255
155,167.337,255,255,255
156,64.721,255,255,255
157,188.627,255,255,255
158,776.222,255,255,255
159,148.176,255,255,255
160,44.283,255,255,255
161,168.188,255,255,255
162,74.940,255,255,255
163,158.395,255,255,255
164,118.796,255,255,255
165,470.076,255,255,255
166,395.562,255,255,255
167,170.743,255,255,255
168,1925.864,255,255,255
169,126.461,255,255,255
170,108.577,255,255,255
171,214.600,255,255,255
172,433.884,255,255,255
173,45.560,255,255,255
174,507.972,255,255,255
175,94.952,255,255,255
176,161.802,255,255,255
177,620.381,255,255,255
178,329.990,255,255,255
179,127.738,255,255,255
180,296.352,255,255,255
181,3794.246,255,255,255
182,47.689,255,255,255
183,142.215,255,255,255
184,688.508,255,255,255
185,119.222,255,255,255
186,60.888,255,255,255
187,92.397,255,255,255
188,96.229,255,255,255
189,2441.926,255,255,255
190,208.213,255,255,255
191,33.638,255,255,255
192,57.908,255,255,255
193,235.464,255,255,255
194,242.702,255,255,255
195,88.565,255,255,255
196,122.203,255,255,255
197,94.952,255,255,255
198,98.784,255,255,255
199,316.365,255,255,255
200,570.563,255,255,255
201,105.597,255,255,255
202,54.502,255,255,255
203,298.481,255,255,255
204,2473.434,255,255,255
205,2569.664,255,255,255
206,97.507,255,255,255
207,406.633,255,255,255
208,47.689,255,255,255
209,55.779,255,255,255
210,65.572,255,255,255
211,382.363,255,255,255
212,40.876,255,255,255
213,688.508,255,255,255
214,3704.404,255,255,255
215,331.267,255,255,255
216,64.721,255,255,255
217,81.752,255,255,255
218,341.912,255,255,255
219,398.969,255,255,255
220,176.279,255,255,255
221,209.065,255,255,255
222,72.385,255,255,255
223,558.641,255,255,255
224,84.733,255,255,255
225,400.246,255,255,255
226,140.086,255,255,255
227,31.509,255,255,255
228,105.597,255,255,255
229,70.256,255,255,255
230,91.546,255,255,255
231,97.081,255,255,255
232,243.554,255,255,255
233,174.150,255,255,255
234,410.891,255,255,255
235,49.392,255,255,255
236,203.104,255,255,255
237,67.701,255,255,255
238,934.617,255,255,255
239,25.973,255,255,255
240,43.005,255,255,255
241,91.971,255,255,255
242,129.867,255,255,255
243,452.618,255,255,255
244,214.174,255,255,255
245,47.263,255,255,255
246,110.706,255,255,255
247,55.353,255,255,255
248,370.866,255,255,255
249,1939.489,255,255,255
250,147.750,255,255,255
251,54.502,255,255,255
252,41.302,255,255,255
253,39.599,255,255,255
254,1061.503,255,255,255
255,2392.534,255,255,255
256,2255.002,255,255,255
257,1445.143,255,255,255
258,1629.512,255,255,255
259,839.239,255,255,255
260,774.518,255,255,255
261,880.115,255,255,255
262,574.821,255,255,255
263,411.317,255,255,255
264,351.705,255,255,255
265,567.583,255,255,255
266,190.330,255,255,255
267,251.644,255,255,255
268,128.590,255,255,255
269,554.383,255,255,255
270,167.337,255,255,255
271,221.838,255,255,255
272,151.157,255,255,255
273,289.965,255,255,255
274,196.717,255,255,255
275,163.930,255,255,255
276,249.941,255,255,255
277,73.236,255,255,255
278,125.609,255,255,255
279,175.853,255,255,255
280,157.118,255,255,255
281,240.148,255,255,255
282,122.203,255,255,255
283,118.371,255,255,255
284,149.454,255,255,255
285,65.998,255,255,255
286,82.178,255,255,255
287,121.351,255,255,255
288,75.791,255,255,255
289,54.927,255,255,255
290,39.599,255,255,255
291,62.166,255,255,255
292,28.102,255,255,255
293,1798.552,255,255,255
294,1196.480,255,255,255
295,764.725,255,255,255
296,484.553,255,255,255
297,382.363,255,255,255
298,510.101,255,255,255
299,576.524,255,255,255
300,423.665,255,255,255
301,530.539,255,255,255
302,120.500,255,255,255
303,420.684,255,255,255
304,459.431,255,255,255
305,395.136,255,255,255
306,151.157,255,255,255
307,103.468,255,255,255
308,295.501,255,255,255
309,227.800,255,255,255
310,217.580,255,255,255
311,220.987,255,255,255
312,272.934,255,255,255
313,208.213,255,255,255
314,102.616,255,255,255
315,215.452,255,255,255
316,94.952,255,255,255
317,215.452,255,255,255
318,162.653,255,255,255
319,94.952,255,255,255
320,84.307,255,255,255
321,92.823,255,255,255
322,164.782,255,255,255
323,165.634,255,255,255
324,111.132,255,255,255
325,112.835,255,255,255
326,148.602,255,255,255
327,55.353,255,255,255
