 ,Area,Mean,Min,Max
1,31.196,255,255,255
2,12.797,255,255,255
3,7.650,255,255,255
4,9.754,255,255,255
5,10.266,255,255,255
6,9.043,255,255,255
7,10.152,255,255,255
8,18.029,255,255,255
9,5.659,255,255,255
10,22.551,255,255,255
11,11.290,255,255,255
12,5.289,255,255,255
13,9.555,255,255,255
14,17.574,255,255,255
15,24.797,255,255,255
16,8.702,255,255,255
17,9.669,255,255,255
18,6.654,255,255,255
19,26.561,255,255,255
20,3.128,255,255,255
21,17.631,255,255,255
22,14.162,255,255,255
23,8.162,255,255,255
24,10.550,255,255,255
25,9.043,255,255,255
26,11.290,255,255,255
27,15.811,255,255,255
28,6.199,255,255,255
29,18.570,255,255,255
30,8.929,255,255,255
31,27.812,255,255,255
32,7.792,255,255,255
33,22.124,255,255,255
34,7.934,255,255,255
35,11.802,255,255,255
36,7.877,255,255,255
37,57.899,255,255,255
38,17.148,255,255,255
39,7.707,255,255,255
40,4.777,255,255,255
41,172.530,255,255,255
42,10.920,255,255,255
43,5.375,255,255,255
44,12.114,255,255,255
45,10.437,255,255,255
46,69.899,255,255,255
47,15.697,255,255,255
48,7.451,255,255,255
49,27.442,255,255,255
50,3.953,255,255,255
51,7.593,255,255,255
52,17.262,255,255,255
53,42.087,255,255,255
54,26.532,255,255,255
55,56.903,255,255,255
56,5.801,255,255,255
57,20.788,255,255,255
58,12.057,255,255,255
59,17.375,255,255,255
60,5.033,255,255,255
61,10.038,255,255,255
62,7.564,255,255,255
63,13.451,255,255,255
64,16.067,255,255,255
65,4.351,255,255,255
66,11.347,255,255,255
67,9.384,255,255,255
68,12.740,255,255,255
69,3.043,255,255,255
70,89.578,255,255,255
71,16.778,255,255,255
72,14.020,255,255,255
73,70.440,255,255,255
74,44.306,255,255,255
75,4.948,255,255,255
76,8.702,255,255,255
77,9.242,255,255,255
78,33.812,255,255,255
79,7.792,255,255,255
80,11.944,255,255,255
81,14.617,255,255,255
82,10.664,255,255,255
83,22.494,255,255,255
84,13.877,255,255,255
85,62.449,255,255,255
86,13.053,255,255,255
87,40.324,255,255,255
88,18.712,255,255,255
89,7.166,255,255,255
90,22.722,255,255,255
91,6.996,255,255,255
92,9.128,255,255,255
93,9.072,255,255,255
94,8.702,255,255,255
95,33.016,255,255,255
96,8.929,255,255,255
97,12.086,255,255,255
98,7.507,255,255,255
99,9.669,255,255,255
100,4.891,255,255,255
101,9.242,255,255,255
102,5.687,255,255,255
103,11.517,255,255,255
104,7.593,255,255,255
105,14.020,255,255,255
106,30.769,255,255,255
107,7.820,255,255,255
108,6.256,255,255,255
109,6.654,255,255,255
110,15.811,255,255,255
111,13.280,255,255,255
112,10.920,255,255,255
113,4.493,255,255,255
114,8.560,255,255,255
115,3.668,255,255,255
116,32.134,255,255,255
117,32.277,255,255,255
118,10.721,255,255,255
119,23.404,255,255,255
120,14.901,255,255,255
121,8.759,255,255,255
122,11.745,255,255,255
123,7.877,255,255,255
124,15.186,255,255,255
125,5.432,255,255,255
126,13.792,255,255,255
127,6.370,255,255,255
128,15.555,255,255,255
129,13.053,255,255,255
130,19.423,255,255,255
131,30.343,255,255,255
132,11.233,255,255,255
133,8.730,255,255,255
134,7.621,255,255,255
135,10.778,255,255,255
136,24.940,255,255,255
137,12.797,255,255,255
138,6.313,255,255,255
139,21.300,255,255,255
140,17.944,255,255,255
141,16.636,255,255,255
142,81.559,255,255,255
143,7.337,255,255,255
144,6.057,255,255,255
145,49.225,255,255,255
146,4.123,255,255,255
147,9.669,255,255,255
148,121.257,255,255,255
149,18.513,255,255,255
150,24.371,255,255,255
151,6.455,255,255,255
152,14.105,255,255,255
153,9.441,255,255,255
154,20.077,255,255,255
155,9.811,255,255,255
156,5.488,255,255,255
157,54.230,255,255,255
158,8.332,255,255,255
159,5.375,255,255,255
160,10.493,255,255,255
161,7.081,255,255,255
162,7.593,255,255,255
163,53.605,255,255,255
164,5.659,255,255,255
165,21.015,255,255,255
166,34.864,255,255,255
167,13.053,255,255,255
168,8.531,255,255,255
169,6.711,255,255,255
170,40.722,255,255,255
171,5.545,255,255,255
172,15.328,255,255,255
173,16.636,255,255,255
174,6.996,255,255,255
175,8.816,255,255,255
176,17.631,255,255,255
177,10.323,255,255,255
178,32.703,255,255,255
179,177.563,255,255,255
180,2023.296,255,255,255
181,1562.041,255,255,255
182,712.244,255,255,255
183,517.277,255,255,255
184,529.278,255,255,255
185,817.349,255,255,255
186,342.927,255,255,255
187,165.563,255,255,255
188,546.056,255,255,255
189,226.760,255,255,255
190,250.960,255,255,255
