 ,Area,Mean,Min,Max
1,27641.957,255,255,255
2,5651.727,255,255,255
3,7926.738,255,255,255
4,108.554,255,255,255
5,147.241,255,255,255
6,50.812,255,255,255
7,93.541,255,255,255
8,942.917,255,255,255
9,17361.103,255,255,255
10,1299.181,255,255,255
11,341.829,255,255,255
12,1035.303,255,255,255
13,6091.716,255,255,255
14,334.323,255,255,255
15,594.159,255,255,255
16,241.936,255,255,255
17,212.488,255,255,255
18,2658.991,255,255,255
19,1670.458,255,255,255
20,344.716,255,255,255
21,72.754,255,255,255
22,90.654,255,255,255
23,865.543,255,255,255
24,215.375,255,255,255
25,349.913,255,255,255
26,282.355,255,255,255
27,17449.447,255,255,255
28,110.286,255,255,255
29,124.144,255,255,255
30,683.081,255,255,255
31,591.849,255,255,255
32,610.326,255,255,255
33,802.605,255,255,255
34,717.725,255,255,255
35,180.153,255,255,255
36,188.814,255,255,255
37,815.308,255,255,255
38,310.649,255,255,255
39,3131.315,255,255,255
40,141.466,255,255,255
41,441.722,255,255,255
42,152.437,255,255,255
43,143.776,255,255,255
44,2384.719,255,255,255
45,85.457,255,255,255
46,254.640,255,255,255
47,99.893,255,255,255
48,98.160,255,255,255
49,98.738,255,255,255
50,799.718,255,255,255
51,1038.190,255,255,255
52,278.891,255,255,255
53,2891.111,255,255,255
54,330.858,255,255,255
55,564.711,255,255,255
56,1168.108,255,255,255
57,577.991,255,255,255
58,501.195,255,255,255
59,170.915,255,255,255
60,3194.254,255,255,255
61,444.609,255,255,255
62,108.554,255,255,255
63,396.683,255,255,255
64,2478.260,255,255,255
65,77.951,255,255,255
66,150.128,255,255,255
67,293.326,255,255,255
68,70.444,255,255,255
69,256.372,255,255,255
70,118.370,255,255,255
71,109.709,255,255,255
72,133.960,255,255,255
73,235.007,255,255,255
74,468.860,255,255,255
75,931.369,255,255,255
76,426.709,255,255,255
77,401.880,255,255,255
78,433.638,255,255,255
79,196.898,255,255,255
80,568.753,255,255,255
81,188.814,255,255,255
82,946.959,255,255,255
83,110.286,255,255,255
84,276.581,255,255,255
85,644.971,255,255,255
86,386.867,255,255,255
87,490.224,255,255,255
88,991.420,255,255,255
89,512.744,255,255,255
90,160.521,255,255,255
91,199.208,255,255,255
92,109.709,255,255,255
93,916.933,255,255,255
94,391.487,255,255,255
95,213.643,255,255,255
96,287.552,255,255,255
97,109.709,255,255,255
98,459.044,255,255,255
99,94.118,255,255,255
100,271.385,255,255,255
101,674.419,255,255,255
102,470.015,255,255,255
103,1327.475,255,255,255
104,1903.734,255,255,255
105,9430.323,255,255,255
106,4548.289,255,255,255
107,4137.748,255,255,255
108,2407.816,255,255,255
109,454.425,255,255,255
110,1241.440,255,255,255
111,776.044,255,255,255
112,988.533,255,255,255
113,1264.536,255,255,255
114,5267.169,255,255,255
115,719.458,255,255,255
116,232.120,255,255,255
117,1206.218,255,255,255
118,318.732,255,255,255
119,396.683,255,255,255
120,257.527,255,255,255
121,689.432,255,255,255
122,229.233,255,255,255
123,312.381,255,255,255
124,619.565,255,255,255
125,472.325,255,255,255
126,1602.324,255,255,255
127,471.747,255,255,255
128,591.849,255,255,255
129,362.616,255,255,255
130,149.550,255,255,255
131,255.217,255,255,255
132,159.944,255,255,255
133,176.111,255,255,255
134,344.716,255,255,255
135,218.262,255,255,255
136,140.889,255,255,255
137,136.270,255,255,255
138,222.882,255,255,255
139,384.558,255,255,255
140,181.885,255,255,255
141,322.774,255,255,255
142,100.470,255,255,255
143,94.696,255,255,255
144,111.441,255,255,255
145,151.860,255,255,255
146,91.809,255,255,255
147,39.264,255,255,255
148,45.616,255,255,255
149,80.261,255,255,255
150,129.341,255,255,255
151,56.009,255,255,255
152,302.565,255,255,255
153,143.776,255,255,255
154,714.261,255,255,255
155,71.599,255,255,255
156,705.022,255,255,255
157,62.361,255,255,255
158,88.344,255,255,255
159,198.630,255,255,255
160,1840.795,255,255,255
161,297.946,255,255,255
162,308.339,255,255,255
163,448.651,255,255,255
164,810.689,255,255,255
165,640.352,255,255,255
166,189.969,255,255,255
167,91.231,255,255,255
168,196.321,255,255,255
169,263.301,255,255,255
170,621.875,255,255,255
171,73.909,255,255,255
172,3484.693,255,255,255
173,231.543,255,255,255
174,424.977,255,255,255
175,485.028,255,255,255
176,71.022,255,255,255
